status_id,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_1553987821385008,35,0,0,0,0,0
246675545449582_1552962021487588,170,46,3,0,0,0
246675545449582_1552783698172087,94,0,0,0,0,0
246675545449582_1551983908252066,234,25,0,0,0,0
246675545449582_1551534661630324,62,0,0,0,0,0
246675545449582_1551514168299040,114,13,0,0,0,0
246675545449582_1550682265048897,134,15,0,0,0,0
246675545449582_1548244011959389,116,18,0,0,0,0
246675545449582_1546364775480646,360,32,0,0,0,0
246675545449582_1545432958907161,284,26,0,0,0,0
246675545449582_1537523323031458,12,2,0,0,0,0
246675545449582_1530240427093081,275,15,3,0,0,0
246675545449582_1527322154051575,226,8,1,1,0,0
246675545449582_1521905564593234,291,18,3,0,0,0
246675545449582_1502675606516230,24,0,0,0,0,0
246675545449582_1497272363723221,15,1,0,0,0,0
246675545449582_1495724170544707,32,1,0,0,0,0
246675545449582_1492286100888514,645,29,1,0,0,0
246675545449582_1491577434292714,697,31,9,0,0,0
246675545449582_1490258864424571,554,16,2,0,0,0
246675545449582_1479588818824909,20,3,0,0,0,0
246675545449582_1477842952332829,250,11,5,0,0,0
246675545449582_1477788442338280,348,27,2,0,0,1
246675545449582_1475847732532351,373,45,2,0,1,0
246675545449582_1474958169287974,1333,139,9,3,8,1
246675545449582_1472990009484790,76,0,0,0,0,0
246675545449582_1466481810135610,34,2,0,0,0,0
246675545449582_1460991780684613,18,0,0,1,0,0
246675545449582_1458408214276303,27,0,0,0,0,0
246675545449582_1454283141355477,108,9,0,0,0,0
246675545449582_1454277441356047,145,1,0,0,0,0
246675545449582_1453716178078840,151,7,0,0,8,0
246675545449582_1453707518079706,171,0,0,0,19,0
246675545449582_1452022754914849,213,4,0,0,0,0
246675545449582_1451936094923515,451,3,4,0,0,0
246675545449582_1451093285007796,538,12,3,0,0,0
246675545449582_1451078198342638,190,7,6,0,0,0
246675545449582_1450141395102985,979,16,9,1,0,0
246675545449582_1450110585106066,182,19,0,0,0,1
246675545449582_1449381378512320,419,4,5,0,0,0
246675545449582_1448675405249584,462,10,7,0,0,0
246675545449582_1448558785261246,201,10,1,0,0,0
246675545449582_1447515715365553,211,14,0,0,0,0
246675545449582_1446827718767686,156,12,2,1,0,0
246675545449582_1446531832130608,232,14,1,0,0,0
246675545449582_1445552635561861,242,26,1,0,0,0
246675545449582_1445400822243709,235,23,0,0,0,0
246675545449582_1445354408915017,104,5,0,0,0,0
246675545449582_1445261388924319,96,0,1,0,0,0
246675545449582_1444576748992783,254,24,2,0,0,0
246675545449582_1444533065663818,293,30,1,1,0,0
246675545449582_1444306942353097,51,0,0,0,0,0
246675545449582_1443547965762328,243,35,1,1,0,0
246675545449582_1442942755822849,632,34,0,0,22,0
246675545449582_1442580062525785,320,39,1,3,0,2
246675545449582_1441410912642700,295,0,0,0,0,0
246675545449582_1440443499406108,26,1,0,0,0,0
246675545449582_1434870273296764,15,0,0,0,0,0
246675545449582_1433620366755088,16,0,0,0,0,0
246675545449582_1430023863781405,29,0,0,0,0,0
246675545449582_1429927933790998,28,0,0,0,0,0
246675545449582_1428095953974196,8,0,0,0,0,0
246675545449582_1427202707396854,10,0,0,0,0,0
246675545449582_1426309230819535,39,0,0,0,0,0
246675545449582_1425407187576406,47,2,0,0,0,0
246675545449582_1423676417749483,189,25,1,1,10,0
246675545449582_1423672414416550,91,12,0,0,1,0
246675545449582_1422896067827518,244,7,0,0,0,0
246675545449582_1422753927841732,213,29,1,1,0,0
246675545449582_1422162634567528,204,45,1,1,0,1
246675545449582_1421238677993257,114,4,2,1,0,0
246675545449582_1420966601353798,307,11,2,1,0,0
246675545449582_1420888391361619,99,4,0,0,0,0
246675545449582_1420827441367714,122,14,0,0,0,0
246675545449582_1420707958046329,300,35,1,1,0,0
246675545449582_1420240374759754,627,18,3,0,0,0
246675545449582_1419833428133782,157,18,0,0,0,0
246675545449582_1419167851533673,296,38,1,4,0,0
246675545449582_1419130778204047,331,8,2,0,0,0
246675545449582_1418903018226823,150,27,0,0,0,0
246675545449582_1413298985453893,195,4,2,0,0,0
246675545449582_1413090338808091,41,2,0,0,0,0
246675545449582_1411323222318136,39,1,0,0,0,0
246675545449582_1408385109278614,57,1,0,0,0,0
246675545449582_1407672699349855,363,36,1,3,0,0
246675545449582_1407589059358219,144,4,0,0,0,0
246675545449582_1407502582700200,144,6,0,0,0,0
246675545449582_1406975012752957,53,0,0,0,0,0
246675545449582_1406936809423444,140,4,0,0,0,0
246675545449582_1406839432766515,262,34,2,0,0,0
246675545449582_1406792459437879,166,5,0,0,0,0
246675545449582_1404391233011335,4315,73,17,5,0,0
246675545449582_1401614789955646,327,47,0,0,0,0
246675545449582_1400641396719652,180,1,0,0,0,0
246675545449582_1397536097030182,249,8,10,0,0,0
246675545449582_1397278180389307,59,1,0,0,0,0
246675545449582_1395111113939347,95,2,1,0,0,0
246675545449582_1394887663961692,26,0,0,0,0,0
246675545449582_1393786207405171,244,11,0,0,0,0
246675545449582_1392897467494045,167,5,2,0,0,0
246675545449582_1392132690903856,59,5,0,0,0,0
246675545449582_1392113310905794,58,4,0,0,0,0
246675545449582_1391704667613325,168,22,1,1,0,0
246675545449582_1391646507619141,110,0,0,0,0,0
246675545449582_1391645867619205,117,2,0,0,0,0
246675545449582_1389882727795519,41,0,1,0,0,0
246675545449582_1389639647819827,178,52,2,0,1,1
246675545449582_1388231731293952,53,1,0,0,0,0
246675545449582_1388230471294078,80,1,0,0,1,0
246675545449582_1388082824642176,18,0,0,0,0,0
246675545449582_1385237634926695,141,5,1,0,0,0
246675545449582_1385219348261857,79,1,0,0,0,0
246675545449582_1384098221707303,262,34,1,1,0,1
246675545449582_1382019818581810,607,18,4,0,0,0
246675545449582_1381793938604398,67,2,0,0,0,0
246675545449582_1381004085350050,190,26,1,2,0,0
246675545449582_1380978478685944,27,3,0,0,0,0
246675545449582_1380462345404224,62,2,1,0,0,0
246675545449582_1380211685429290,153,8,0,0,0,0
246675545449582_1380140728769719,348,44,3,3,0,0
246675545449582_1379424162174709,47,0,0,0,0,0
246675545449582_1379278652189260,177,5,0,0,0,0
246675545449582_1379165728867219,269,47,1,0,0,0
246675545449582_1378449768938815,459,107,1,1,1,2
246675545449582_1377472849036507,15,1,0,0,0,0
246675545449582_1375841469199645,30,0,0,0,0,0
246675545449582_1375825209201271,57,0,0,0,0,0
246675545449582_1374922852624840,74,0,0,0,0,0
246675545449582_1373053352811790,317,50,1,0,0,0
246675545449582_1373040689479723,19,0,0,0,0,0
246675545449582_1372717162845409,175,0,1,0,0,0
246675545449582_1372031632913962,133,0,0,0,0,0
246675545449582_1371921179591674,158,3,1,0,0,0
246675545449582_1371785262938599,601,116,11,6,0,0
246675545449582_1370957466354712,41,1,0,0,0,0
246675545449582_1370352769748515,31,2,0,0,0,0
246675545449582_1367261536724305,29,0,0,0,0,0
246675545449582_1367178110065981,42,1,0,0,0,0
246675545449582_1366562330127559,13,1,0,0,0,0
246675545449582_1365608996889559,406,63,4,2,0,0
246675545449582_1365207070263085,49,1,0,0,0,0
246675545449582_1365188530264939,94,0,0,0,0,0
246675545449582_1361306617319797,291,11,1,0,0,0
246675545449582_1361198480663944,167,1,0,0,0,0
246675545449582_1360915977358861,241,7,0,0,0,0
246675545449582_1360313524085773,410,8,3,1,0,0
246675545449582_1360110617439397,184,2,0,3,0,0
246675545449582_1360055367444922,382,5,3,0,0,0
246675545449582_1359829454134180,597,14,7,0,0,0
246675545449582_1359179027532556,188,2,1,0,0,0
246675545449582_1356963477754111,275,44,1,1,0,0
246675545449582_1354347211349071,347,15,2,0,0,0
246675545449582_1351151295001996,51,0,0,0,0,0
246675545449582_1350461668404292,247,34,0,1,0,0
246675545449582_1347432472040545,362,7,0,0,0,0
246675545449582_1346580615459064,133,4,1,0,0,0
246675545449582_1343559165761209,93,1,2,0,0,0
246675545449582_1342399675877158,184,1,1,0,0,0
246675545449582_1342236625893463,461,14,12,0,0,0
246675545449582_1342150709235388,257,20,3,2,0,0
246675545449582_1332714503512342,367,13,3,0,0,0
246675545449582_1332163873567405,211,5,0,0,0,0
246675545449582_1332070653576727,45,2,1,0,0,0
246675545449582_1331955210254938,659,220,0,2,0,0
246675545449582_1331929853590807,175,10,0,0,0,0
246675545449582_1331853133598479,251,7,0,1,0,0
246675545449582_1331760736941052,291,8,0,0,0,0
246675545449582_1331658313617961,186,13,0,0,0,0
246675545449582_1330910960359363,680,30,7,0,0,0
246675545449582_1329160057201120,150,5,0,0,0,0
246675545449582_1328148713968921,282,11,0,0,0,0
246675545449582_1325518754231917,237,5,1,0,0,0
246675545449582_1320853268031799,256,2,5,0,0,0
246675545449582_1319907678126358,297,7,6,0,0,0
246675545449582_1319282378188888,201,7,0,0,0,0
246675545449582_1319278494855943,209,6,1,0,0,0
246675545449582_1319045328212593,234,9,1,0,0,0
246675545449582_1318896854894107,146,5,1,0,0,0
246675545449582_1318160668301059,368,16,1,0,0,0
246675545449582_1317164368400689,170,6,0,0,0,0
246675545449582_1317039571746502,212,5,1,0,0,0
246675545449582_1316848781765581,256,10,3,0,0,0
246675545449582_1315331711917288,344,6,0,0,0,0
246675545449582_1315158578601268,224,8,0,0,0,0
246675545449582_1315153498601776,244,4,4,0,0,0
246675545449582_1315090955274697,114,8,0,0,0,0
246675545449582_1314302952020164,199,9,1,0,0,0
246675545449582_1314133352037124,295,10,0,0,0,0
246675545449582_1312235792226880,70,1,0,0,0,0
246675545449582_1306375336146259,275,13,1,1,0,0
246675545449582_1298172296966563,66,0,1,0,0,0
246675545449582_1297316837052109,752,30,1,0,0,0
246675545449582_1289646377819155,76,1,0,0,0,0
246675545449582_1288754317908361,22,0,0,0,0,0
246675545449582_1287866294663830,100,2,1,0,0,0
246675545449582_1286953054755154,32,0,0,0,0,0
246675545449582_1286800308103762,229,8,0,0,2,0
246675545449582_1285927694857690,110,1,0,0,0,0
246675545449582_1283769161740210,51,0,0,0,0,0
246675545449582_1303369639780162,34,0,0,0,0,0
246675545449582_1280453208738472,15,0,0,0,0,0
246675545449582_1279507272166399,75,0,0,0,0,0
246675545449582_1278450792272047,173,2,2,0,0,0
246675545449582_1278061308977662,505,13,2,0,0,0
246675545449582_1276088762508250,132,2,0,0,0,0
246675545449582_1276013659182427,220,7,1,0,0,0
246675545449582_1274485052668621,408,77,5,6,1,1
246675545449582_1272251959558597,159,7,0,0,0,0
246675545449582_1270221603094966,228,44,0,0,0,0
246675545449582_1270186029765190,125,2,0,0,0,0
246675545449582_1269477749836018,29,0,1,0,0,0
246675545449582_1269093463207780,33,0,0,0,0,0
246675545449582_1265081296942330,239,9,4,0,0,0
246675545449582_1264410220342771,286,0,1,0,0,0
246675545449582_1263257983791328,257,5,2,0,0,0
246675545449582_1263186560465137,148,3,1,0,0,0
246675545449582_1263178873799239,57,3,1,0,0,0
246675545449582_1263174217133038,163,6,2,1,0,0
246675545449582_1262985247151935,459,125,21,8,0,1
246675545449582_1262105903906536,184,4,0,0,0,0
246675545449582_1262034897246970,484,99,1,4,4,1
246675545449582_1260586510725142,182,5,2,0,0,0
246675545449582_1259500860833707,175,3,0,0,0,0
246675545449582_1256629337787526,313,4,1,0,0,0
246675545449582_1255176157932844,352,7,3,0,0,0
246675545449582_1254118221371971,48,0,0,0,0,0
246675545449582_1254116288038831,244,3,1,0,0,0
246675545449582_1253313294785797,509,11,0,0,0,0
246675545449582_1253204511463342,94,3,0,0,0,0
246675545449582_1251371934979933,392,6,2,0,0,0
246675545449582_1250654545051672,212,6,0,0,0,0
246675545449582_1250548631728930,77,0,0,0,0,0
246675545449582_1250132478437212,198,3,3,0,0,0
246675545449582_1248887611895032,399,6,0,0,0,0
246675545449582_1248175795299547,204,6,0,0,0,0
246675545449582_1247680408682419,208,5,1,0,0,0
246675545449582_1246920978758362,360,7,7,0,0,0
246675545449582_1246913488759111,444,10,3,0,0,0
246675545449582_1246883542095439,205,8,2,0,0,0
246675545449582_1246498245467302,7,0,0,0,0,0
246675545449582_1244826458967814,38,0,0,0,0,0
246675545449582_1242543832529410,168,0,0,0,0,0
246675545449582_1242501812533612,274,2,1,0,0,0
246675545449582_1241445855972541,190,6,0,0,0,0
246675545449582_1241037512680042,99,1,0,0,0,0
246675545449582_1240323252751468,79,4,2,0,0,0
246675545449582_1239409519509508,34,0,0,0,0,0
246675545449582_1237408416376285,39,1,1,0,0,0
246675545449582_1237407966376330,22,1,0,0,0,0
246675545449582_1236222419828218,206,10,1,0,0,0
246675545449582_1235278706589256,158,3,0,0,0,0
246675545449582_1235186376598489,276,3,0,0,0,0
246675545449582_1233650100085450,95,2,0,0,0,0
246675545449582_1233223386794788,480,6,3,0,0,0
246675545449582_1232468266870300,242,3,0,0,0,0
246675545449582_1231639473619846,268,2,0,0,0,0
246675545449582_1231490300301430,165,1,0,0,0,0
246675545449582_1231328130317647,110,11,0,0,0,0
246675545449582_1231287666988360,33,0,0,0,0,0
246675545449582_1231287606988366,72,0,0,0,0,0
246675545449582_1231280986989028,173,1,0,0,0,0
246675545449582_1231257093658084,186,3,3,0,0,0
246675545449582_1231242440326216,250,30,5,1,0,0
246675545449582_1231206533663140,230,0,1,0,0,0
246675545449582_1231206253663168,135,2,1,0,0,0
246675545449582_1230590363724757,102,2,0,0,0,0
246675545449582_1230583823725411,90,0,1,0,0,0
246675545449582_1230346027082524,657,12,13,0,0,0
246675545449582_1229012967215830,1131,234,4,4,2,4
246675545449582_1228848210565639,610,16,2,1,0,0
246675545449582_1226281594155634,58,0,0,0,0,0
246675545449582_1225558117561315,268,2,2,0,0,0
246675545449582_1225220974261696,207,6,0,0,0,0
246675545449582_1224187674365026,220,5,0,0,0,0
246675545449582_1224030577714069,450,8,4,1,0,0
246675545449582_1223199424463851,276,8,1,0,0,0
246675545449582_1223157987801328,512,12,2,0,0,0
246675545449582_1223077674476026,406,9,3,0,0,0
246675545449582_1222413617875765,505,9,0,1,0,0
246675545449582_1222412677875859,365,10,2,0,0,0
246675545449582_1222237971226663,1161,19,6,0,0,0
246675545449582_1221151348001992,498,84,3,4,1,1
246675545449582_1216734251777035,411,13,0,0,0,0
246675545449582_1215880921862368,105,0,0,0,8,6
246675545449582_1215763855207408,66,1,0,0,0,0
246675545449582_1215755788541548,424,15,0,0,0,0
246675545449582_1215755648541562,984,58,1,0,0,0
246675545449582_1215751681875292,667,21,2,0,0,0
246675545449582_1213633825420411,84,0,0,0,0,0
246675545449582_1212815102168950,478,11,2,0,0,0
246675545449582_1211991745584619,61,0,2,0,0,0
246675545449582_1211406398976487,46,0,0,0,0,0
246675545449582_1208615195922274,309,9,1,1,0,0
246675545449582_1206677249449402,51,0,0,0,0,0
246675545449582_1204775666306227,83,2,0,0,0,0
246675545449582_1204766949640432,98,1,0,0,0,0
246675545449582_1202681639848963,212,1,0,0,0,0
246675545449582_1200635193386941,154,2,0,0,0,0
246675545449582_1199699436813850,184,17,0,2,1,0
246675545449582_1199487093501751,241,3,2,0,0,0
246675545449582_1198739810243146,219,6,0,0,0,0
246675545449582_1198573446926449,191,62,1,2,0,0
246675545449582_1198444310272696,142,2,2,0,0,0
246675545449582_1197655157018278,206,5,0,1,0,0
246675545449582_1196791003771360,225,4,0,0,0,0
246675545449582_1196036140513513,64,1,1,0,0,0
246675545449582_1196034470513680,157,1,0,0,0,0
246675545449582_1195868550530272,288,6,6,0,1,0
246675545449582_1195835127200281,87,1,0,0,0,0
246675545449582_1195826603867800,126,18,4,0,0,0
246675545449582_1194979570619170,390,4,4,0,0,0
246675545449582_1194152324035228,86,3,0,0,0,0
246675545449582_1194152114035249,146,3,2,0,0,0
246675545449582_1193948517388942,152,2,0,1,0,0
246675545449582_1193370614113399,104,5,0,0,0,0
246675545449582_1193100794140381,104,11,2,0,0,0
246675545449582_1193098504140610,101,11,0,0,0,0
246675545449582_1193082417475552,123,5,4,0,0,0
246675545449582_1193081934142267,142,5,2,0,0,0
246675545449582_1192627357521058,260,11,2,1,0,0
246675545449582_1192593007524493,162,30,0,3,0,0
246675545449582_1192139650903162,125,11,2,0,0,0
246675545449582_1191470297636764,519,105,2,0,1,0
246675545449582_1187218114728649,279,7,3,0,0,0
246675545449582_1186387618145032,204,4,1,0,0,0
246675545449582_1186230391494088,145,16,0,1,0,0
246675545449582_1185479421569185,259,6,0,0,0,0
246675545449582_1184777364972724,294,6,1,0,0,0
246675545449582_1183760258407768,209,4,0,0,0,0
246675545449582_1183759621741165,206,4,0,0,0,0
246675545449582_1182845348499259,393,9,6,0,0,0
246675545449582_1175029279280866,215,7,1,0,0,0
246675545449582_1174777059306088,353,5,1,0,0,0
246675545449582_1174655055984955,485,27,0,0,23,0
246675545449582_1173110559472738,354,8,0,0,0,0
246675545449582_1171413546309106,215,42,3,4,2,0
246675545449582_1170579266392534,151,5,0,0,0,0
246675545449582_1170378916412569,102,6,1,1,0,0
246675545449582_1170184399765354,352,80,7,5,0,2
246675545449582_1170144596436001,102,0,0,0,0,0
246675545449582_1169554633161664,158,3,0,0,0,0
246675545449582_1169527336497727,273,6,0,0,0,0
246675545449582_1168502879933506,281,5,2,0,0,0
246675545449582_1167223483394779,221,8,1,0,0,0
246675545449582_1166277320156062,262,6,3,0,0,0
246675545449582_1166276610156133,107,3,2,0,1,0
246675545449582_1165505946899866,205,47,1,2,0,1
246675545449582_1164079123709215,301,3,2,0,0,0
246675545449582_1164073297043131,548,4,14,0,0,0
246675545449582_1164009767049484,184,0,2,0,0,0
246675545449582_1164006150383179,118,10,4,2,1,0
246675545449582_1163966020387192,146,18,5,4,1,0
246675545449582_1163738290409965,159,10,2,0,0,0
246675545449582_1163132137137247,365,5,3,0,0,0
246675545449582_1163021547148306,392,8,3,0,0,0
246675545449582_1162290423888085,138,1,0,0,0,0
246675545449582_1162103183906809,146,1,1,0,0,0
246675545449582_1159787837471677,265,4,1,0,0,0
246675545449582_1159578674159260,334,7,1,1,0,0
246675545449582_1159059407544520,252,2,0,0,0,0
246675545449582_1157109567739504,298,5,1,0,0,0
246675545449582_1156436197806841,433,4,0,0,0,0
246675545449582_1155481771235617,399,13,0,0,0,0
246675545449582_1153511178099343,175,6,2,0,0,0
246675545449582_1153045071479287,342,9,1,1,0,0
246675545449582_1152934644823663,142,2,0,0,0,0
246675545449582_1152913828159078,876,21,8,0,0,0
246675545449582_1152110821572712,129,18,2,1,1,0
246675545449582_1151900288260432,264,8,3,1,0,0
246675545449582_1151226804994447,218,8,1,0,0,0
246675545449582_1150847395032388,276,55,1,6,1,1
246675545449582_1150804555036672,463,11,4,0,0,0
246675545449582_1150189498431511,185,3,1,0,0,0
246675545449582_1149785171805277,207,4,0,0,0,0
246675545449582_1148908718559589,293,3,0,0,0,0
246675545449582_1148872305229897,100,9,1,1,2,0
246675545449582_1148811685235959,109,4,0,0,0,0
246675545449582_1148804495236678,115,13,4,1,0,0
246675545449582_1148778498572611,213,5,5,0,0,0
246675545449582_1148294565287671,311,8,3,0,0,0
246675545449582_1148113975305730,230,4,0,1,0,0
246675545449582_1148100295307098,160,3,0,0,0,0
246675545449582_1148092638641197,367,5,1,0,0,0
246675545449582_1148031001980694,193,50,2,4,0,0
246675545449582_1148003018650159,123,5,1,0,0,0
246675545449582_1147904175326710,234,6,4,0,1,0
246675545449582_1147875258662935,264,6,2,0,0,0
246675545449582_1147854628664998,189,47,0,3,0,0
246675545449582_1147205385396589,131,3,1,0,0,0
246675545449582_1147185192065275,325,6,2,0,0,0
246675545449582_1147006065416521,94,2,0,0,0,0
246675545449582_1146994878750973,203,7,0,0,0,0
246675545449582_1146940198756441,124,24,3,2,1,0
246675545449582_1146916275425500,189,3,0,0,0,0
246675545449582_1146771785439949,151,1,0,0,0,0
246675545449582_1146305782153216,216,6,0,0,0,0
246675545449582_1146248778825583,223,2,2,0,0,0
246675545449582_1145729508877510,521,11,9,1,0,0
246675545449582_1144522998998161,233,42,4,0,0,0
246675545449582_1144499455667182,258,3,0,1,1,0
246675545449582_1140401796076948,294,57,1,5,1,0
246675545449582_1140232509427210,65,0,0,0,0,0
246675545449582_1136992979751163,182,5,3,0,0,0
246675545449582_1135961669854294,309,10,1,0,0,0
246675545449582_1134445683339226,254,9,3,0,0,0
246675545449582_1134207113363083,353,92,2,3,2,0
246675545449582_1133575740092887,114,0,0,3,6,0
246675545449582_1133476640102797,397,136,2,6,1,1
246675545449582_1133027370147724,267,9,2,0,0,0
246675545449582_1132905676826560,315,124,2,3,0,1
246675545449582_1132169446900183,190,2,4,0,0,0
246675545449582_1132036880246773,446,159,1,0,0,1
246675545449582_1131998556917272,166,12,2,0,0,0
246675545449582_1131974173586377,228,8,0,0,0,0
246675545449582_1131215043662290,90,3,0,0,0,0
246675545449582_1130951013688693,47,1,0,0,0,0
246675545449582_1130936990356762,205,33,5,2,0,0
246675545449582_1127930780657383,222,2,1,0,0,0
246675545449582_1127110904072704,128,5,0,0,0,0
246675545449582_1127110410739420,159,11,0,0,0,0
246675545449582_1123561147761013,294,9,1,0,0,0
246675545449582_1123559867761141,148,1,1,0,0,0
246675545449582_1122787121171749,375,9,3,0,0,0
246675545449582_1121060898011038,473,82,3,3,3,0
246675545449582_1117028825080912,256,5,0,0,0,0
246675545449582_1115512555232539,468,6,3,0,0,0
246675545449582_1110381239079004,153,1,0,0,0,0
246675545449582_1108612865922508,124,3,2,1,0,0
246675545449582_1106131959503932,294,12,0,1,0,0
246675545449582_1103306073119854,111,2,0,0,0,0
246675545449582_1102277329889395,77,0,0,0,0,0
246675545449582_1101125083337953,37,0,0,1,0,0
246675545449582_1099887506795044,206,2,0,1,0,0
246675545449582_1094491660667962,98,1,0,0,0,0
246675545449582_1094485160668612,113,5,1,0,0,0
246675545449582_1085847048199090,180,2,0,0,0,0
246675545449582_1083923348391460,148,4,0,0,3,0
246675545449582_1083918448391950,76,4,0,0,6,0
246675545449582_1083917665058695,114,4,0,0,6,0
246675545449582_1082633148520480,211,0,8,0,2,0
246675545449582_1082251121892016,52,0,0,0,0,0
246675545449582_1082248058558989,38,0,0,0,0,0
246675545449582_1082247548559040,2,0,0,0,0,0
246675545449582_1081853581931770,335,12,0,0,0,0
246675545449582_1081800408603754,97,2,0,0,0,0
246675545449582_1081602005290261,202,4,0,0,4,0
246675545449582_1081526181964510,171,7,0,0,0,0
246675545449582_1081469945303467,143,5,1,0,0,0
246675545449582_1080427132074415,73,0,0,0,4,0
246675545449582_1080424785407983,166,2,0,1,0,0
246675545449582_1080032308780564,229,2,6,0,0,0
246675545449582_1080023865448075,85,1,0,0,0,0
246675545449582_1080019492115179,119,1,0,0,0,0
246675545449582_1080018492115279,224,6,0,0,4,0
246675545449582_1079829918800803,277,3,0,0,0,0
246675545449582_1078953072221821,308,5,0,0,6,0
246675545449582_1078874958896299,162,3,0,0,6,0
246675545449582_1078833298900465,249,0,0,0,2,0
246675545449582_1078275115622950,128,4,1,0,2,0
246675545449582_1077385399045255,1,0,0,0,0,0
246675545449582_1077383585712103,1,0,0,0,0,0
246675545449582_1077325272384601,261,3,0,0,0,0
246675545449582_1077201065730355,214,0,0,0,4,0
246675545449582_1077094905740971,52,0,0,0,0,0
246675545449582_1077067919077003,39,1,0,0,1,0
246675545449582_1077056299078165,66,1,0,0,0,0
246675545449582_1076957332421395,237,1,0,0,28,0
246675545449582_1076888609094934,156,5,0,0,4,0
246675545449582_1076634159120379,66,0,0,0,4,0
246675545449582_1076345245815937,239,8,0,0,0,0
246675545449582_1076338039149991,373,3,0,0,3,0
246675545449582_1076173079166487,284,8,0,0,13,0
246675545449582_1076155455834916,23,0,3,0,0,0
246675545449582_1076155252501603,27,1,0,0,0,0
246675545449582_1076122922504836,35,2,0,0,0,0
246675545449582_1076108042506324,46,0,0,0,0,0
246675545449582_1075572685893193,150,8,0,1,5,0
246675545449582_1075429129240882,278,4,0,0,0,0
246675545449582_1075237065926755,54,0,0,0,7,0
246675545449582_1075235712593557,68,0,0,0,0,0
246675545449582_1075112622605866,66,4,0,0,3,0
